"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"19560",19560,23,206861,10,25,"Private","not-married","Tech.support","White","Male","US","Less_or_equal_50K",0
"19561",19561,33,422960,10,60,"Self.emp.not.inc","married","Prof.specialty","White","Female","US","More_than_50K",0
"19562",19562,45,116360,9,35,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"19563",19563,48,278530,9,40,"Private","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19564",19564,50,163948,9,40,"Self.emp.not.inc","married","Transport.moving","White","Male","US","More_than_50K",0
"19565",19565,63,64544,13,40,"Private","not-married","Tech.support","White","Male","US","More_than_50K",0
"19566",19566,22,107882,13,35,"Private","not-married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19567",19567,32,182691,9,60,"Self.emp.not.inc","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19568",19568,27,203776,12,55,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19569",19569,22,201268,13,15,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19570",19570,44,29762,9,68,"Private","other","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19571",19571,34,186346,9,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19572",19572,28,196690,9,40,"Private","not-married","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"19573",19573,45,194772,10,55,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19574",19574,17,95446,6,15,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19575",19575,53,257126,8,45,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19576",19576,58,194733,12,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"19577",19577,55,98361,9,35,"Self.emp.not.inc","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19578",19578,44,124924,11,44,"Local.gov","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19579",19579,40,111971,9,30,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19580",19580,58,130714,14,50,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19581",19581,38,208358,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"19582",19582,31,164870,7,40,"Private","married","Craft.repair","White","Male","other","Less_or_equal_50K",0
"19583",19583,37,220314,9,40,"Private","other","Adm.clerical","White","Female","other","Less_or_equal_50K",0
"19584",19584,58,318537,8,40,"Local.gov","married","Farming.fishing","White","Male","US","Less_or_equal_50K",0
"19585",19585,30,183284,13,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19586",19586,46,109227,10,70,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19587",19587,34,118551,13,40,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",0
"19588",19588,39,163057,10,99,"Self.emp.inc","other","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19589",19589,61,253101,10,20,"Self.emp.inc","other","Sales","White","Female","US","Less_or_equal_50K",0
"19590",19590,30,20098,11,40,"Self.emp.not.inc","other","Machine.op.inspct","White","Female","US","Less_or_equal_50K",0
"19591",19591,31,196227,9,40,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19592",19592,21,175374,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19593",19593,50,234037,9,58,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19594",19594,47,341762,9,33,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19595",19595,20,174714,9,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19596",19596,23,222835,13,30,"Private","not-married","Other.service","White","Female","US","Less_or_equal_50K",0
"19597",19597,46,251786,2,40,"Private","other","Other.service","White","Female","other","Less_or_equal_50K",0
"19598",19598,20,164219,9,45,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19599",19599,30,236993,10,30,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19600",19600,43,105896,10,40,"Local.gov","other","Protective.serv","White","Female","US","Less_or_equal_50K",0
"19601",19601,23,211527,10,60,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19602",19602,25,185287,10,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19603",19603,50,31014,9,40,"Private","married","Prof.specialty","White","Female","US","More_than_50K",0
"19604",19604,44,151985,14,24,"Private","married","Exec.managerial","White","Female","US","More_than_50K",0
"19605",19605,26,89389,10,40,"Private","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19606",19606,35,406051,16,80,"Private","not-married","Prof.specialty","White","Female","US","More_than_50K",0
"19607",19607,48,171986,9,15,"Self.emp.not.inc","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19608",19608,26,167848,9,40,"Private","not-married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"19609",19609,41,213019,14,40,"Local.gov","other","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19610",19610,25,211424,13,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19611",19611,33,168981,11,55,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19612",19612,24,122348,13,40,"Private","married","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19613",19613,31,139753,13,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19614",19614,24,176178,12,2,"Local.gov","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19615",19615,41,145220,5,40,"Private","not-married","Priv.house.serv","White","Female","other","Less_or_equal_50K",0
"19616",19616,38,188612,10,45,"Local.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19617",19617,19,445728,9,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19618",19618,19,318002,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19619",19619,24,235722,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19620",19620,67,212705,14,55,"Private","other","Exec.managerial","White","Male","US","More_than_50K",0
"19621",19621,49,411273,6,40,"Private","other","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",0
"19622",19622,35,103986,11,40,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"19623",19623,44,203761,10,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",0
"19624",19624,22,116800,12,60,"Private","not-married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"19625",19625,21,99199,10,10,"State.gov","not-married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19626",19626,50,162327,10,50,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19627",19627,44,100479,12,48,"Local.gov","married","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19628",19628,36,32587,10,40,"Local.gov","married","Adm.clerical","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",0
"19629",19629,52,108914,9,40,"Private","married","Sales","White","Male","US","More_than_50K",0
"19630",19630,35,61343,9,90,"Self.emp.not.inc","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19631",19631,48,81154,11,48,"Local.gov","not-married","Protective.serv","White","Male","US","Less_or_equal_50K",0
"19632",19632,37,225504,14,50,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",0
"19633",19633,44,176063,9,50,"Private","married","Transport.moving","White","Male","US","More_than_50K",0
"19634",19634,36,198587,13,40,"Private","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19635",19635,26,34965,10,12,"State.gov","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19636",19636,31,467108,13,45,"Self.emp.inc","not-married","Prof.specialty","White","Male","US","More_than_50K",0
"19637",19637,29,204984,9,50,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19638",19638,53,217568,9,40,"Private","other","Craft.repair","Black","Female","US","Less_or_equal_50K",0
"19639",19639,52,48343,11,40,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19640",19640,31,253354,6,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19641",19641,55,191367,9,40,"Private","married","Sales","White","Male","US","Less_or_equal_50K",0
"19642",19642,48,148995,14,55,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19643",19643,20,123901,9,40,"Private","not-married","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19644",19644,45,32356,13,51,"Self.emp.inc","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19645",19645,17,206506,6,10,"Private","not-married","Handlers.cleaners","White","Male","other","Less_or_equal_50K",0
"19646",19646,38,218729,9,25,"Private","other","Other.service","White","Female","US","Less_or_equal_50K",0
"19647",19647,43,52498,9,40,"Private","other","Exec.managerial","White","Female","US","More_than_50K",0
"19648",19648,22,136767,9,30,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19649",19649,63,219540,9,40,"Private","other","Craft.repair","White","Female","US","Less_or_equal_50K",0
"19650",19650,36,114059,13,45,"Private","married","Exec.managerial","White","Male","US","Less_or_equal_50K",0
"19651",19651,56,247337,13,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19652",19652,43,310969,15,40,"State.gov","married","Prof.specialty","Black","Male","US","Less_or_equal_50K",0
"19653",19653,41,171546,13,45,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"19654",19654,41,217455,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19655",19655,36,410489,13,45,"Private","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19656",19656,59,146391,16,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19657",19657,46,165484,12,44,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",0
"19658",19658,23,184271,13,36,"Private","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19659",19659,46,231347,10,20,"Self.emp.not.inc","other","Prof.specialty","White","Male","US","Less_or_equal_50K",0
"19660",19660,47,244025,9,56,"Private","not-married","Machine.op.inspct","Amer-Indian-Eskimo","Male","other","Less_or_equal_50K",0
"19661",19661,46,46537,14,40,"Federal.gov","not-married","Prof.specialty","White","Female","US","Less_or_equal_50K",0
"19662",19662,47,205730,9,56,"Private","married","Craft.repair","White","Male","US","More_than_50K",0
"19663",19663,32,328199,11,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",0
"19664",19664,90,84553,9,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19665",19665,23,123983,11,40,"Private","not-married","Prof.specialty","Asian-Pac-Islander","Male","US","Less_or_equal_50K",0
"19666",19666,23,167868,11,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",0
"19667",19667,44,225879,10,30,"Private","married","Adm.clerical","Other","Female","other","More_than_50K",0
"19668",19668,17,143791,6,12,"Private","not-married","Other.service","Black","Female","US","Less_or_equal_50K",0
"19669",19669,56,177271,11,40,"Private","married","Tech.support","White","Male","US","More_than_50K",0
"19670",19670,58,129786,6,40,"Federal.gov","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19671",19671,45,31339,13,45,"Private","married","Adm.clerical","White","Male","US","More_than_50K",0
"19672",19672,25,236267,9,40,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19673",19673,36,130620,13,35,"Private","married","Prof.specialty","Asian-Pac-Islander","Female","other","More_than_50K",0
"19674",19674,32,208180,11,24,"Private","married","Tech.support","White","Female","US","More_than_50K",0
"19675",19675,25,292058,9,30,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",0
"19676",19676,29,142712,10,40,"Federal.gov","married","Adm.clerical","White","Male","US","More_than_50K",0
"19677",19677,23,119665,9,60,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19678",19678,41,116825,14,55,"Private","married","Prof.specialty","White","Male","US","More_than_50K",0
"19679",19679,48,201177,13,40,"State.gov","married","Exec.managerial","Black","Male","US","More_than_50K",0
"19680",19680,29,118337,9,60,"Private","married","Transport.moving","White","Male","US","Less_or_equal_50K",0
"19681",19681,55,289257,10,40,"Private","married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19682",19682,45,140581,10,40,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",0
"19683",19683,50,174102,9,40,"Private","other","Craft.repair","White","Male","other","Less_or_equal_50K",0
"19684",19684,22,316509,9,50,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",0
"19685",19685,80,20101,9,32,"Local.gov","other","Other.service","Amer-Indian-Eskimo","Female","US","Less_or_equal_50K",0
"19686",19686,30,187279,9,44,"Private","married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
"19687",19687,20,259496,10,20,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",0
"19688",19688,29,181466,9,35,"Self.emp.not.inc","married","Sales","White","Male","US","Less_or_equal_50K",0
"19689",19689,56,178202,10,40,"Private","married","Machine.op.inspct","White","Male","US","Less_or_equal_50K",0
"19690",19690,63,188976,13,40,"Private","married","Adm.clerical","White","Male","US","Less_or_equal_50K",0
"19691",19691,20,203027,9,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",0
